# 2016 12 15 14 25 14.36  11.8803  141.4615   12.00 -2.00  0.00  0.00  0.00          1
Y06        14.490   1.000   P
Y40        14.490   1.000   P
# 2016 12 23 14 38 45.92  12.0583  141.6368   11.90 -2.00  0.00  0.00  0.00         74
Y09         5.940   1.000   P
Y09         7.440   1.000   S
Y03         7.460   1.000   P
Y03        10.800   1.000   S
Y07         5.020   1.000   P
Y07         5.130   1.000   S
Y06         9.880   1.000   P
Y06        13.240   1.000   S
Y40         7.420   1.000   P
Y40         8.550   1.000   S
# 2016 12 23 14 45 38.67  11.8045  141.9153   12.00 -2.00  0.00  0.00  0.00         75
Y03        13.550   1.000   P
Y03        14.370   1.000   S
Y09         7.130   1.000   P
Y09         8.610   1.000   S
Y07        10.000   1.000   P
Y07        11.320   1.000   S
Y40         4.550   1.000   P
Y40         6.370   1.000   S
# 2016 12 23 18 17 34.55  12.0220  141.5172    5.00 -2.00  0.00  0.00  0.00         76
Y03         6.470   1.000   P
Y03        13.660   1.000   S
Y85         8.480   1.000   P
Y07         8.460   1.000   P
Y06         7.480   1.000   P
Y09         8.480   1.000   P
Y40         8.480   1.000   P
# 2016 12 24  0 49 37.02  11.4207  141.5678   12.60 -2.00  0.00  0.00  0.00         77
Y03        12.890   1.000   P
Y03        20.170   1.000   S
Y85        10.930   1.000   P
Y07        12.930   1.000   P
Y06        23.370   1.000   S
Y40        10.000   1.000   P
Y40        14.250   1.000   S
Y09        19.220   1.000   S
# 2016 12 24  1 38 42.13  12.1642  141.4190   11.90 -2.00  0.00  0.00  0.00         78
Y03         6.910   1.000   P
Y85         3.940   1.000   P
Y07         7.890   1.000   P
Y09         7.840   1.000   P
Y09        14.190   1.000   S
# 2016 12 24  3 30 51.49  12.3978  139.9847   10.00 -2.00  0.00  0.00  0.00         79
Y85        61.480   1.000   S
Y07        39.510   1.000   P
Y06        40.500   1.000   P
Y40        39.520   1.000   P
# 2016 12 24  5 17  6.50  12.0165  141.5043   10.00 -2.00  0.00  0.00  0.00         80
Y03         7.410   1.000   P
Y03         7.520   1.000   S
Y85         6.500   1.000   P
Y07         7.490   1.000   P
Y06         6.560   1.000   P
# 2016 12 24  6 19 14.63  11.6523  141.6195    5.60 -2.00  0.00  0.00  0.00         81
Y03        10.630   1.000   P
Y03        18.590   1.000   S
Y07        13.350   1.000   P
Y06        15.390   1.000   P
Y09        11.920   1.000   S
# 2016 12 24  6 45 53.96  11.8757  141.6983   76.70 -2.00  0.00  0.00  0.00         82
Y03        15.070   1.000   P
Y85        14.030   1.000   P
Y85        17.630   1.000   S
Y07        14.030   1.000   P
Y06        14.080   1.000   P
Y06        24.180   1.000   S
Y09        11.020   1.000   P
Y40        14.230   1.000   P
Y40        16.460   1.000   S
# 2016 12 24 12 45 50.05  12.0743  141.6798   19.40 -2.00  0.00  0.00  0.00         83
Y07         4.990   1.000   P
Y09         4.950   1.000   P
Y03        23.770   1.000   S
Y85         8.580   1.000   P
Y06         7.930   1.000   P
Y40        27.080   1.000   S
# 2016 12 24 13  8 52.27  11.9385  141.6695   35.10 -2.00  0.00  0.00  0.00         84
Y09         5.720   1.000   P
Y03         9.730   1.000   P
Y85         6.730   1.000   P
Y85         9.910   1.000   S
Y07         8.280   1.000   P
Y06         8.740   1.000   P
Y40         5.750   1.000   P
# 2016 12 24 18 45 35.94  12.0663  141.5423   13.90 -2.00  0.00  0.00  0.00         85
Y85         6.560   1.000   P
Y06        10.050   1.000   P
Y06        16.750   1.000   S
Y40        12.250   1.000   P
# 2016 12 24 18 55  6.08  11.5880  140.6595    8.90 -2.00  0.00  0.00  0.00         86
Y09        25.030   1.000   P
Y85        33.710   1.000   S
Y07        24.930   1.000   P
Y06        25.910   1.000   P
Y40        25.250   1.000   P
# 2016 12 24 20 25  0.57  11.5722  141.6700   10.00 -2.00  0.00  0.00  0.00         87
Y03        11.420   1.000   P
Y03        17.710   1.000   S
Y09         7.440   1.000   P
Y07        15.370   1.000   P
Y06         7.370   1.000   P
Y40         6.470   1.000   P
# 2016 12 24 21 38 32.10  12.1568  141.4483   16.90 -2.00  0.00  0.00  0.00         88
Y09         6.960   1.000   P
Y03         6.080   1.000   P
Y03         6.700   1.000   S
Y07         3.940   1.000   P
Y40         5.910   1.000   P
# 2016 12 24 23  6 39.46  11.9825  140.9545   43.50 -2.00  0.00  0.00  0.00         89
Y85        11.600   1.000   P
Y06        36.730   1.000   S
Y09        15.480   1.000   P
Y40        37.250   1.000   S
Y03         9.190   1.000   P
# 2016 12 25  5  1 46.14  11.8252  141.6388   10.00 -2.00  0.00  0.00  0.00         90
Y03         3.850   1.000   P
Y09         1.860   1.000   P
Y09         2.470   1.000   S
Y40         3.130   1.000   P
# 2016 12 25  5 10  6.32  12.2312  141.6660   12.20 -2.00  0.00  0.00  0.00         91
Y09         7.670   1.000   P
Y03         7.670   1.000   P
Y85         7.590   1.000   P
Y07         4.760   1.000   P
Y07         4.910   1.000   S
# 2016 12 25  5 44 21.88  11.6050  141.6537   16.60 -2.00  0.00  0.00  0.00         92
Y03         9.100   1.000   P
Y03        17.230   1.000   S
Y09         6.100   1.000   P
Y09        11.260   1.000   S
Y07        12.120   1.000   P
Y07        20.790   1.000   S
Y06         9.120   1.000   P
Y06        16.340   1.000   S
Y40         6.130   1.000   P
Y40        10.060   1.000   S
# 2016 12 25  9 29  9.74  11.6235  141.6647   18.50 -2.00  0.00  0.00  0.00         93
Y03        10.140   1.000   P
Y09         6.630   1.000   P
Y09        10.850   1.000   S
Y07        12.730   1.000   P
